Hotelname,Review,Reviewed By,Date,Rating
Fortune Park Centre Point,The room is one the best I have seen in Tier 2 cities. It is very spacious and chic. The restaurant is a top class standalone restaurant that seems to have many patrons from the locality. The food quality is really topclass. The lift is congested though,Sudevtraveller,13-Nov-17,4
Fortune Park Centre Point,"We stayed for 2 nights and found the hotel to be fantastic. The room was great, . We had room service which was great as well. Location was good . The staff really make this place memorable though. Everyone was extremely helpful and friendly. The breakfast was also fantastic. Mr.Das General Manager of this hotel is very supportive and helpful. Mr. Zubair and his team too, because of such a great people If we came back to Jamshedpur we wouldn?t hesitate to stay here again.",salisiddiqui,7-Nov-17,5
Fortune Park Centre Point,"The location of this hotel provides a good access to many restaurants as well quick access to industrial facilities, we can choose this hotel for a comfortable stay. Size of Room is not up to my expectations when compared to other Fortune hotels",A TripAdvisor Member,1-Nov-17,4
Fortune Park Centre Point,"Location, ambience, rooms, service and food were all wonderful. Prior booking helps get a good room since hotel is full most of the time. Rooms on the south side have less noise. Sonnet hotel is also there in Jamshedpur but this hotel has bigger rooms and the food is the best in this hotel.",rai1324,25-Sep-17,5
Fortune Park Centre Point,"I am a regular visitor to this property and really feel at home, there. Staff is extremely courteous and caring; food, especially continental and Italian is awesome. For the travel - ask them to pack Kati Rolls, you u love them......",Manzir P,25-Sep-17,5
Fortune Park Centre Point,My stay at this hotel was wonderful. Courteous staffs and delucious food. Manager Mr. Danish was very helpful and cooperative to us. Would recommend the travelers to stay at this hotel to experience the world class services. Thnak you team fortune park centre point. You made my stay wonderful.,star t,13-Sep-17,5
The Wave International,"Place is awesome, the mountains view from the room is nice. The room service and housekeeping is fantastic. The Indian recipe are delicious. Ideal place for children, the resort having huge swimming pool, game zone, outdoor gaming and many more.",bunnyrockz,29-Mar-18,5
The Wave International,"Excellent place for family outing, rooms are good. Pool is well mantained. You get a very good view of nature as the hotel is built on the foothills of dalma.
The gaming zone is superb with games for all age group.they have games for group activities as well as individual games.
An awesome experience for me.",Jagdeep B,27-Mar-18,5
The Wave International,"This resort has excellent ambience, food quality have improved, location is awesome. The staff are friendly in nature. Games are available like ATV, a new additions are ther like Fish spa. Recommended visit once with your family for awesome experience.",Dhruvjsr,27-Mar-18,5
The Wave International,Good place to have a quality time the natural beauty is wander full and adventure sports also with it making it a perfect place .Food is not up to the mark . And you must have your own transport .Connectivity in odd hours is problem,bibek113,22-Jan-18,4
The Wave International, I went to this hotel with my family members for dinner but there service is extremely poor and also food. I cant you can get rood side food better than what they serve. So plz ignore this and you can go to many other hotels which provide good service as compared to them,jaskirat s,12-Dec-17,1
The Wave International,"Do not get deceived by the looks of this hotel, I've attended a wedding here and experienced the worst ever service seen anywhere in the world. This hotel is literally being run by bouncers. We were held hostage for 2 days and every day there was power cut for more than 6 hours. You literally have to beg them even for the very basic services like drinking water or hot water because of no electricity.

For weddings they just serve you leftover meals the next day, once you have paid the advance you are in their trap and than your nightmare starts. Hotel staff created ruckus on hotel terrace after consuming alcohol. Save yourself some sanity and keep away from this hotel.",amit m,3-Feb-18,1
Green Park Hotel,"This is one of the worst hotel in the city.The owner/care taker dont know how to talk with customers and have an extremely bad service.Highly pathetic behaviour of the care taker/owner.highly unhygienic room, toilet is worst than a railway platform",siteshjsr,2-Oct-17,1
Green Park Hotel,"If you are looking for connecting trains short business trips this is an ideal hotel to stay, very close to the railway station just 1kms (walkable distance).Their kitchen closes early so make sure to order before hand, staff is very good & helpful.Their rooms are very spacious and well maintained with all necessary amenities(wardrobe,TV,Tables etc.) and bathroom is good.
The only negative being the hotel doesnot have a lift.
It was booked through OYO rooms",santanu7909,3-Jun-16,3
Shanti Nivaas,"*ac room *free breakfast *budget bunk bed concept *new property *friendly staff *clean room and toilet/bathroom we group of 14 stayed their for 5 days what else you need in 500 rs ,,don't think much just go for it",Sweet B,14-Feb-18,5
Hotel Joy,"The rooms were very comfortable and the stay was excellent,front of house staff were very friendly and helpful,I would like to give specially thanks to MR.Nikhil who helped me so much,he is very friendly,every Hotel front office staff should be like him.",akshay b,13-Nov-17,5
Ashoka Inn,Its a good hotel to stay. The range of this hotel is also in budget. The hotel has a very good environment. The staff is also good and co operative. Washrooms and rooms are well maintained and cleaned properly,manmeet singh W,11-Apr-17,3
Hotel L N International,"the hotel is just okay for stay,everything was fine but cant say as very good one.all thing are too simple.food was homely.rate is quite high but safe and secure stay here.you get better home at this rate.",Debapriya p,4-Jan-18,5
Hotel L N International,"Newly established Hotel.All the stay was average.But It was really pathetic while I am talking abt food.Really I cudnt abl to stand it ..The hotel staffs said as newly established hotel it is,we will going to go with best services.The room should be managed bttr the edges of beds badly injured within the stay while roaming here n there within the room.You have to be careful abt that.All othr accommodations were gud though.We asked them to clean the room while we wer out. But they didn't do the same too.We booked this hotel through OYO.May be tourists visit can improve their experience.So we can just help them up by choosing them being as guest to them.Enjoy your stay.",P Niharika M,21-Nov-17,3
10th Milestone,"AS a roadies and love to travel by car ...had chosen this property with its location nearby dalma hills . Unfortunately for those unlucky ppl who couldn't manage their booking in Pindrabera FRH . However the resort gave us more that expected. Booking to be done vide mail and verbal intimation to the manager . A true hill view resort and beautifully located at foothills of Dalma. 

Pros:
1. Location 
2. Sleeping quality 
3. Wonderfully maintained
4. Picturesque lawn for parties 
5. Complimentary breakfast
6. Service 
7. Secure parking
8. Owner behavior
9. Cleanliness 

Cons :
1. Expensive food if some one wish cheaper i\option can walk 15mins to budget dhaba available nearby.
2. Winter weekends will be filled with picnic paries which will debar you to use the lawn and could steal your peace of mind.

Bon Voyage.....",blue_akash,26-Feb-18,5
10th Milestone,"We had a booking at 10th Milestone hotel for 26-28th Jan 2018 from Kolkata. Planned on 21/11/2017 and received confirmation for paying advance (Rs: 2000) on 21/11/2017. 

While asking for further details of our booking on 22/01/2018 , they informed us that they cancelled our booking.

This hotel cancelled our booking without our confirmation. Even they do not bother to inform us by any mail or phone call. They do not provide any apology mail for this while asking for clarification.They also do not bother to refund our advanced money if we did not call on 22/01/2018 for further details. 

The concerned contact person was( Mr. Arup Biswas(Mo:8797598684). The person was totally rude and non-cooperative.

We need to cancel our train booking for this and even we have no option to reschedule any tour for the long weekend(26th-28th Jan 2018) as it was already 22nd Jan 2018( too short time to reschedule).

Even we are facing a lot of harrasment for getting the refund of advanced money. They are delaying the refund with no reason. It is totally frustating.
This service is totally disapponting and disguting. I won't refer anyone to go to 10th Milestone hotel ever.

If anyone has any info how we could get any refund, would be of much help.

Thanks,
Arpita Saha Patra",mamanisaha,24-Jan-18,1
10th Milestone,"The place is well maintained, with green ambience, well mowed lawns, beautiful flowers. But the best stops here only. If you are coming here for good food, you will be disappointed. Pathetic to say the least.Had been to this after a gap of 8 years and the food quality remains same. AWFUL...Stay away if you are looking for good food. Head away to nearby Wave International or City Inn.",ashu_jampot,31-Dec-17,2
The Welcomme Inn,"We stayed there for 2days .I have an examination ovr ter.We booked the room through OYO.Strated with Ola service from the railway station the front desk helped us through finding the place in ease.And they have very cooperative staffs.I saw a hotel with maximum of lady staffs working.Happy to see that actually.Yes,One of the measure issue we found with AC and black and white Tv.Please have your food from Delhi Darbar,walk-able distance if you land on the ground floor of the hotel you can have an eye on Delhi Darbar.The food are amazing in Delhi Darbar and also Chai/Tea is really good ovr here..Yes,about hotel the food is really pathetic and costly.Whatever I tried I feel pathetic why i didnt go to Delhi Darbar.But stay was really comfortable.The location is very comfortable.You can get any autorikshwas any time.The staffs were nice.Enjoy ur stay.",P Niharika M,21-Nov-17,3
Hotel Kailash Regency,"Nice location ,easy to access ,affordable price than other hotels in this area.Total there are 6 floors.Service is nice but sometimes slow also.There are C.CTV Cameras working for security purposes,
Reception is on 1st floor .Each floor there are eight rooms.You can easy get public transport from Tata Nagar Station to this Hotel.",Saurav B,25-Mar-18,3
Hotel Kailash Regency,"An association of many people visited Jamshedpur, Tata for a Satsang. Most of them accomodated in Kailash Residency where the staff showed their pathetic behavior, they were all drunken and beat their customers, very poor service and greedy for money. They dont even have humanity, abused and used bad languages while conversing with the customers, at night they used to drink and also beat a person. Some of the people like Mr Alok Singhania, Harry Singh, Om Prakash, etc had to face this kind of issue. On being beaten by the staff when they tried to call the cops and complain they abused and snatched the phone even.

Apart from that no room service, pathetic smelly rooms and worst food ever.

Don not visit this hotel for your stay, it would be a nightmare for you. Beware of this hotel and specially the staff I think they all are abnormal which made them show this kind of unhuman behavior.

I think they should learn how to behave with people first then they should learn hotel management and people handling skills.",Srishti M,18-Mar-18,1
Hill View Hotel,"Hill view hotel & Resorts is situated on Jamshedpur Ranchi highway around 4kms from Dimna more, 10kms from Tatanagar railway station. A perfect place for weekend if you want to visit Dolma Wildlife Sanctuary, Dimna Lake, Chandil Dam.
Chk in was smooth, rooms were excellent. This resort covers a huge space with greenery. Childrens play area, swimming pool. Food was good, room service was excellent.
Overall a memorable stay",Joy_Saha,23-Jan-18,4
Hill View Hotel,Been to the place on 29/9/17 to 2/10/17. The maintenence is very poor. The website claimes packeged water and tea / Coffee machines in the rooms. There was none and the reception staff explained that website was wrongly designed! And they claimed that these facilities are not available in any resort! These are only for Hotels!. The bevaviour of the staff at the reception desk is rude to say the least. in their best room the fridge does not work. Food is just OK. My suggestion is one should avoid this resort,Goutam C,4-Oct-17,1
Hill View Hotel,"visited the place for family get-together. ambience of the place is ok but the food was yummy, though it took a while for the food to arrive but it was worth the wait.staff is cordial and polite .

visit this place atleast once if you are a foodie",s s,24-Jul-17,4
The Sonnet Jamshedpur,"Very impressed with this place. The service was warm and friendly given by KRISHNA.The food itself was terrific, all of them home runs. The banglai food was delicious at equinox.krishna came over to chat with us to make sure everything was going well, which we appreciated - highly recommended!",santanu12345,1-Apr-18,5
The Sonnet Jamshedpur,"The hotel was excellent.
They provided very good service and the food was also very good.
The entire staff was very co-operative, especially the front office manager, Mr. Ghanshyam and senior executive, Ms. Arpita.
I would definitely visit again.",OmPrakash K,24-Mar-18,5
The Sonnet Jamshedpur,"I am born and raised in Jamshedpur, and hence have been aware of The Sonnet's quality since a young age. When it came to the decision of picking a venue for important functions during my marriage, and for hosting my guests travelling from different locations, ""The Sonnet"" was an easy first choice. 

The team from the Sonnet, led by their manager, Mr. Anup Kumar Bera, did a fantastic job of taking ownership for the entire event. All my guests, where very happy with the quality of the rooms, as well as the service. The setup for the events (tilak & engagement/sangeet) was very elegant, and completely managed by Anup & team. 

What was most helpful was that my family and I had to put minimal effort in terms of decision making, as Anup & team were extremely competent. All guests were thrilled with the lights, decor as well as the food, and had an excellent time. What was even more satisfying was the fact that the cost of all the arrangements was extremely easy on the pocket.

I would like to thank Anup & the entire Sonnet team for providing a seamless and extremely satisfying end-to-end experience to my family and all the guests who attended the functions.",Asish K,26-Feb-18,5
The Sonnet Jamshedpur,"We selected The Sonnet for 2 of our wedding functions , the Tilak and Sangeet. Both of them were held on the terrace . The decor , stage , lights , menu and everything else was managed entirely by Anup Bera and his team. We did not have to manage anything once they came into the picture. Anup and his team did a wonderful job of both planning and execution of both the events. Needless to say, all our guests went back completely satisfied and happy with the arrangements ! Anyone looking to get value for money and excellence - this is the place !!",sweta s,26-Feb-18,5
The Sonnet Jamshedpur,Hotel Sonnet is an average comfortable stay for the people who do are not with to be pampered like 5 star properties. The room size was smaller than the average though with necessary facilities. Hygiene is ok. But the only trouble is novice staff at reception counter. You can expect people fiddling with things and expect a remarkably good amount of time for check out.,vmohanv,16-Feb-18,3
The Sonnet Jamshedpur,"Pride of City, Best in City, Landmark of City, located in heart of the city. Best hotel of jamshedpur in all aspects. All the best. You people are providing best hospitality. Front entrance need bit more innovation.",Ash k,12-Feb-18,5
The Sonnet Jamshedpur,"If u are visiting Jamshedpur this is a very nice hotel to choose. Almost 15 mins drive from train station. Near to tata steel plant. 
The hotel has almost 45 to 50 rooms. U have all kinds of rooms but best rooms are with the balcony.. huge rooms decently decorated, ok furniture... 
Staff is very friendly specially housekeeping.. they hv roof top area for functions,, gym on 2nd floor enough machines for workout...
Breakfast area next to lobby which can accommodate 35 to 40 pax...
A good hotel overall",Jaspreet O,10-Feb-18,5
The Sonnet Jamshedpur,"The hotel The Sonnet in Jamshedpur is a beautiful hotel. I stayed in a suite. Two big rooms were offered. Extra Matress was provided. There was beautiful bath tub. We took hot water bath twice a day.
We had complimentary breakfast with fish fry, omelette, bread, cereal flake, milk shake, dry fruits, fruits and peas kachori, sabzee. The lunch with Chicken Kasa, steam rice, kachori, dal makhani was awesome.
The dinner with Mutton Roganjosh, Chapati, salad was equally good.
The behaviour of the staff was great. They guided my driver about how to reach Dimna Lake and Jubilee Park. High Chair was provided to my 1 year small son during breakfast.
Tea Coffee makers were there in the room. There were 2 flat screen TVs and lot of amenities in the room with a beautiful balcony. Every member of my family enjoyed the stay. I want to recommend the stay to everyone.",DrSouvikChatterji,28-Jan-18,5
The Sonnet Jamshedpur,"The place is well maintained and have a very courteous and well trained staff. Only problem was due to the fact that they did not offer buffet dinner and for a lone traveller becomes a bit difficult to have proper dinner.
Otherwise the stay was comfortable and food quality was up to mar",peacelover01,23-Jan-18,4
Natraj Hotel,"I had gone to attend a friends marriage. The hotel was very good. The Hotel room had plenty of wardrobes and drawers for storage. They also have a dining table and some chairs in the room. Hot water wasn't available quickly as you need to leave the tap gor almost 15 minutes, that's a lot of water getting wasted. The internet connectivity of the hotel was very good as all the rooms were connected properly. The restaurant at the hotel serves complimentary breakfast and they have a variety of items like Idli, Medu Vada, Poori Sabzi, Paratha with Curd, Bread Butter Jam, Omelette, Juice, Tea and Coffee. Feels good starting the day with such a heavy breakfast.... Also, the Staff was very curteous and polite. Despite of the kitchen being closed after 10 pm the room service attendant arranged to give us Onion and green salad. That's quiet remarkable.",abbys777,5-Apr-18,4
Natraj Hotel,The wonderful place for meeting and having food with best quality and quantity in its restaurant spice tadka . The place is designed using latest interior and located near petrol pump on main bistupur road . The food is outstandingly good and behavior of the staff is very curtious.,vsyadav65,19-Jul-17,4
Dalmanchal,"Wonderful property to spend romantic or family weekend. Food is really good and you got varieties of healthy options to choose from, Great view. A serene place with all necessary. Perfect getaway for weekends.",Raghuveer M,24-Mar-18,5
Dalmanchal,"Lovely, Serene place. No humdrums of the city. Small to Medium sized hills, An open place for the walk. Staff at the resort is very good. Cottages are superb. Basic Amenities are definitely there. Rest, think by yourself and bring along. Summer/Winters are amazing here.",Janvi P,17-Mar-18,5
Dalmanchal,"Greenery,peace,calm what else we expect from a busy and hectic life schedule.This place is best to have a short break once in 3 month.Place has quality and food has a good quality.just that they take you food order 6 hours prior.cottages are good to stay.
I like the way they have taken care of every small corner of the place.we enjoyed some childhood indoor games.Over all it was a lovely experience.Enjoyed wooden chaarpai after a long time and had tea and chit chat over tea.wonderful.strongly recommend.",Dev R,3-Mar-18,5
Dalmanchal,"This is my first visit to this excellent resort. It is very well maintained , clean and homely with a beautiful garden. Food is very nice like home. The front desk and staff are friendly and caring. We enjoyed our stay, resort view is also very good",monika s,3-Mar-18,5
Dalmanchal,"Full day may be given,enjoyed ther...nice place to hang out with family n friends...out from the hue n cry of the city. I would recomd it for nature lover Visit Dalmanchal now. Staff at resort is very good. Cottages are decent.",aprnamukhrji,22-Feb-18,5
Hotel Castle,"My wife and I recently stayed at Hotel Castle in Jamshedpur for one night and it was a disappointing experience. There were used towels and soaps still lying in the bathroom. We had to ask for fresh towels and soaps which came after two reminders. Toilet rolls were missing and were never delivered despite two reminders. Room, though small, were clean. Overall, it looked like a case of lack of supervision. Staff were friendly and the location is good. With a little attention to details and proper supervision, this can be a good place to stay.",nrSrinivasan,23-Mar-17,2
Hotel Castle,The look of the rooms and stuff looks ancient but full marks for the neatness maintained in the premises. The staff are very polite and I really wantd to meet the owner and interact with him and even congratulate him on the superb maintenance but sadly that didn't happen. Very refreshing after a bad experience at another Jamshedpur hotel.,Rohitflies,30-Nov-16,4
Hotel Castle,"Hotel Castle is little bit classy and old fashioned, but they have maintained their diginity of honour,respect to customer as i have heard from my friends. I stayed here when i visited for a tour. The staffs,atendent welcomed me and simply asked how was my journey i felt happy, that someone asked. This was really a great hotel was best staffs. They also asked me for dinner and served me the best tasty foods",Rohan K,30-Sep-16,4
Pal Comforts,Stayed for the first time as the place where I normally stay was fully booked. Rooms are good with ok interiors and nice fitting but food was just too average. The complimentary breakfast too was just too plain. Stay here if you can go out and eat.,upsingh2k,3-Feb-17,3
Pal Comforts,I recomend everyone to stay in this lovely hotel . Upon reaching hotel lady in reception welcomed me and gave swift check inn . Breakfast was very yummy . Room was as per international standards . Bathroom too good . All modern facilities were there in room .. I had amazing stay here would love to come back again ...,siddh20002000,15-Nov-16,5
